0,0
0.00488281,0.486269
0.00976563,-1.50729
0.0146484,1.56885
0.0195313,-2.2051
0.0244141,2.5319
0.0292969,-2.27419
0.0341797,2.73257
0.0390625,-2.32171
0.0439453,2.2057
0.0488281,-2.39261
0.0537109,1.86614
0.0585938,-2.27398
0.0634766,2.30978
0.0683594,-2.3337
0.0732422,3.13313
0.078125,-3.13617
0.0830078,3.78589
0.0878906,-4.37575
0.0927734,4.34706
0.0976563,-5.07055
0.102539,4.9306
0.107422,-4.84729
0.112305,5.02284
0.117188,-4.24764
0.12207,4.1809
0.126953,-3.69193
0.131836,2.94934
0.136719,-2.99973
0.141602,2.28092
0.146484,-2.1894
0.151367,2.2999
0.15625,-1.87135
0.161133,2.39269
0.166016,-2.30935
0.170898,2.30473
0.175781,-2.76523
0.180664,2.27663
0.185547,-2.40911
0.19043,2.14936
0.195313,-1.3806
0.200195,1.30052
0.205078,-0.321145
0.209961,-0.281729
0.214844,0.655916
0.219727,-1.68867
0.224609,1.75519
0.229492,-2.24221
0.234375,2.63155
0.239258,-2.27299
0.244141,2.67707
0.249023,-2.34015
0.253906,2.1082
0.258789,-2.38542
0.263672,1.88568
0.268555,-2.2523
0.273438,2.44106
0.27832,-2.40967
0.283203,3.25975
0.288086,-3.3372
0.292969,3.87721
0.297852,-4.55361
0.302734,4.44912
0.307617,-5.09006
0.3125,5.00015
0.317383,-4.75401
0.322266,4.94624
0.327148,-4.15138
0.332031,3.97408
0.336914,-3.59349
0.341797,2.7806
0.34668,-2.86114
0.351563,2.24938
0.356445,-2.08362
0.361328,2.32661
0.366211,-1.9006
0.371094,2.38613
0.375977,-2.41371
0.380859,2.29069
0.385742,-2.77237
0.390625,2.27781
0.395508,-2.26621
0.400391,2.0718
0.405273,-1.19323
0.410156,1.07054
0.415039,-0.159349
0.419922,-0.557893
0.424805,0.830626
0.429688,-1.84333
0.43457,1.93629
0.439453,-2.26423
0.444336,2.70572
0.449219,-2.27484
0.454102,2.60225
0.458984,-2.3583
0.463867,2.02196
0.46875,-2.37121
0.473633,1.92958
0.478516,-2.23851
0.483398,2.57928
0.488281,-2.5099
0.493164,3.37878
0.498047,-3.54759
0.50293,3.96766
0.507813,-4.71022
0.512695,4.55249
0.517578,-5.08298
0.522461,5.05218
0.527344,-4.65442
0.532227,4.84106
0.537109,-4.05804
0.541992,3.76048
0.546875,-3.48914
0.551758,2.63309
0.556641,-2.71961
0.561523,2.23637
0.566406,-1.99589
0.571289,2.35124
0.576172,-1.952
0.581055,2.37416
0.585938,-2.51335
0.59082,2.28053
0.595703,-2.75247
0.600586,2.27474
0.605469,-2.10672
0.610352,1.96987
0.615234,-1.00884
